,raw,label,clean
411,Wasser| Tomatenmark (24%)| Tomaten (10%)| Speisestärke| Zucker| Zwiebeln| modifizierte Maisstärke| Palmfett| Speisesalz| Gin| Sonnenblumenöl| Würze| LACTOSE| Karotten| Kräuter| Gewürze| Pastinaken| MILCHEIWEISS| Lauch| SELLERIE| Meerrettich| Zwiebelextrakt| Zitronensaftkonzentrat| Säuerungsmittel: Citronensäure| Farbstoff: Beta-Carotin| natürlicher Paprikaextrakt| Geschmacksverstärker: Mononatriumglutamat| Aroma (enthält SOJA).,glutenfrei,wasser tomatenmark  tomaten  speisestärke zucker zwiebeln modifizierte maisstärke palmfett speisesalz gin sonnenblumenöl würze lactose karotten kräuter gewürze pastinaken milcheiweiss lauch sellerie meerrettich zwiebelextrakt zitronensaftkonzentrat säuerungsmittel citronensäure farbstoff betacarotin natürlicher paprikaextrakt geschmacksverstärker mononatriumglutamat aroma enthält soja
412,Gemüsemischung (Gemüsemais 78%| rote Paprika gewürfelt 8%)| Wasser| Salz| Kartoffelstärke| Chili 0|18%| Verdickungsmittel: Xanthan- und Guarkernmehl| Antioxidationsmittel: Ascorbinsäure.,glutenfrei,gemüsemischung gemüsemais  rote paprika gewürfelt  wasser salz kartoffelstärke chili  verdickungsmittel xanthan und guarkernmehl antioxidationsmittel ascorbinsäure
413,Likör.,glutenfrei,likör
414,72% Tomatenmark| Branntweinessig| Zucker| modifizierte Stärke| Speisesalz| Säuerungsmittel: Citronensäure| Verdickungsmittel: Guarkernmehl| Natriumalginat| natürliches Aroma| Süßungsmittel: Natriumsaccharin.,glutenfrei, tomatenmark branntweinessig zucker modifizierte stärke speisesalz säuerungsmittel citronensäure verdickungsmittel guarkernmehl natriumalginat natürliches aroma süßungsmittel natriumsaccharin
415,Zucker| Glukosesirup| Stärke| brauner Zuckersirup| Süßholzextrakt (3% bezogen auf den Lakritzanteil)| Frucht- und Pflanzenkonzentrate: Karotte| Spirulina| Apfel| Hisbiskus| Aroma| Überzugsmittel: Bienenwachs weiß und gelb| Carnaubawachs| Invertzuckersirup.,glutenfrei,zucker glukosesirup stärke brauner zuckersirup süßholzextrakt  bezogen auf den lakritzanteil frucht und pflanzenkonzentrate karotte spirulina apfel hisbiskus aroma überzugsmittel bienenwachs weiß und gelb carnaubawachs invertzuckersirup
416,Cardamom (Elettaria cardamomum).,glutenfrei,cardamom elettaria cardamomum
417,"Stärke| fettarmes Kakaopulver (18%)| Aroma.

Kann Spuren von SOJA und MANELN enthalten.",glutenfrei,stärke fettarmes kakaopulver  aromakann spuren von soja und maneln enthalten
418,Apfel* (80%)| Erdbeere* (20%)| Zitronensaftkonzentrat*.*aus kontrolliert ökologischem Anbau.,glutenfrei,apfel  erdbeere  zitronensaftkonzentrataus kontrolliert ökologischem anbau
419,"Zucker| Dextrose (20|5%)| stark entöltes Kakaopulver (20%)| Emulgator Sonnenblumenlecithine| Speisesalz.

Kann Spuren von MILCH und SOJA enthalten.",glutenfrei,zucker dextrose  stark entöltes kakaopulver  emulgator sonnenblumenlecithine speisesalzkann spuren von milch und soja enthalten
420,Fischbrühe (Wasser| FISCHEXTRAKT| FISCHPULVER)| Weißwein| Gemüseextrakt (Karotten| SELLERIE)| Salz| Zitronensaft| Maisstärke| Sonnenblumenöl| Speisewürze (enthält SOJA)| Maltodextrin| Kräuter| Gewürze (enthält SELLERIE)| Zucker| Aroma| Palmfett| Pfefferextrakt| Hefeextrakt.,glutenfrei,fischbrühe wasser fischextrakt fischpulver weißwein gemüseextrakt karotten sellerie salz zitronensaft maisstärke sonnenblumenöl speisewürze enthält soja maltodextrin kräuter gewürze enthält sellerie zucker aroma palmfett pfefferextrakt hefeextrakt
421,"Getrocknete Tomaten (50%)| Sonnenblumenöl (31%)| Basilikum (6%)| Tomatenmark doppelt konzentriert (3%)| CASHEWKERNE (2|5%)| Salz| geriebener HARTKÄSE (enthält Lysozym aus EI als Konservierungsmittel) (1|5%)| Säureregulator: Citronensäure. 
Das Produkt kann Spuren von NÜSSEN und SELLERIE enthalten.
Das Produkt kann Spuren von NÜSSEN und SELLERIE enthalten.",glutenfrei,getrocknete tomaten  sonnenblumenöl  basilikum  tomatenmark doppelt konzentriert  cashewkerne  salz geriebener hartkäse enthält lysozym aus ei als konservierungsmittel  säureregulator citronensäure das produkt kann spuren von nüssen und sellerie enthaltendas produkt kann spuren von nüssen und sellerie enthalten
422,90% Pflaumen| Zucker| Geliermittel: Pektin| Säuerungsmittel: Citronensäure.,glutenfrei, pflaumen zucker geliermittel pektin säuerungsmittel citronensäure
423,Orangensaft.,glutenfrei,orangensaft
424,Schwarzer Tee| Assam-Tees.,glutenfrei,schwarzer tee assamtees
425,"JOGHURT| Fruchtzubereitung (Brombeeren| Zucker| Glucose-Fructose-Sirup| Traubensaft| modifizierte Stärke| Verdickungsmittel E440| E410| Säureregulator E330| E331| Aroma)| Zucker.

Kann Spuren von SCHALENFRÜCHTEN enthalten.",glutenfrei,joghurt fruchtzubereitung brombeeren zucker glucosefructosesirup traubensaft modifizierte stärke verdickungsmittel e e säureregulator e e aroma zuckerkann spuren von schalenfrüchten enthalten
426,"Schweinefleisch| Kochsalz| Dextrose| Antioxidationsmittel: Natriumascorbat| Gewürzextrakte| Konservierungsstoff: Natriumnitrit| Rauch aus Buchenholz.
Unter Schutzatmosphäre verpackt.",glutenfrei,schweinefleisch kochsalz dextrose antioxidationsmittel natriumascorbat gewürzextrakte konservierungsstoff natriumnitrit rauch aus buchenholzunter schutzatmosphäre verpackt
427,"Lactose (aus MILCH)| MAGERMILCH| pflanzliche Öle (Palm-| Raps-| Kokosnuss-| Sonnenblumenöl| Öl aus Mortierella alpina)| Maltodextrin| Johannisbrotkernmehl| Calciumcarbonat| FISCHÖL| L-Cysteinhydrochlorid| Vitamin C| Emulgator (SOJALECITHIN)| Taurin| Cholinchlorid| Eisen-II-sulfat| Inositol| Zinksulfat| Nucleotide (Natriumsalze von Uridin-| Cytidin-| Adenosin-| Inosin-| Guanosin-5-Monophosphaten)| Vitamin E| Niacin| L-Carnitin| Kupersulfate| Folsäure| Pantothensäure| Mangan-II-sulfat| Vitamin A| Biotin| Vitamin B1| Vitamin B12| Vitamin D| Vitamin B6| Kaliumjodid| Vitamin K| Natriumselenit.
Unter Schutzatmosphäre verpackt.",glutenfrei,lactose aus milch magermilch pflanzliche öle palm raps kokosnuss sonnenblumenöl öl aus mortierella alpina maltodextrin johannisbrotkernmehl calciumcarbonat fischöl lcysteinhydrochlorid vitamin c emulgator sojalecithin taurin cholinchlorid eiseniisulfat inositol zinksulfat nucleotide natriumsalze von uridin cytidin adenosin inosin guanosinmonophosphaten vitamin e niacin lcarnitin kupersulfate folsäure pantothensäure manganiisulfat vitamin a biotin vitamin b vitamin b vitamin d vitamin b kaliumjodid vitamin k natriumselenitunter schutzatmosphäre verpackt
428,Trinkwasser| Sonnenblumenöl| 17|3% SCHLAGSAHNE| modifizierte Stärke| 1|3% EIGELB (von EIERN aus Bodenhaltung)| Gewürze| Weinbrand| Weißweinextrakt| Jodsalz| karamellisierter Zucker| Maltodextrin| Hefeextrakt| Aroma| Verdickungsmittel Xanthan.,glutenfrei,trinkwasser sonnenblumenöl  schlagsahne modifizierte stärke  eigelb von eiern aus bodenhaltung gewürze weinbrand weißweinextrakt jodsalz karamellisierter zucker maltodextrin hefeextrakt aroma verdickungsmittel xanthan
429,Mit Farbstoff.,glutenfrei,mit farbstoff
430,"Joghurt mild.

Enthält MILCH.",glutenfrei,joghurt mildenthält milch
431,Zucker| MAGERMILCHPULVER| Glukosesirup| 9% Schokoladenpulver (Zucker| Kakao)| 7|9% Instant-Bohnenkaffee| Kokosnussöl| MILCHZUCKER| gemahlener Bohnenkaffee|Salz| Säureregulator (E340)| Stabilisator (E452| E331)| natürliches Aroma.,glutenfrei,zucker magermilchpulver glukosesirup  schokoladenpulver zucker kakao  instantbohnenkaffee kokosnussöl milchzucker gemahlener bohnenkaffeesalz säureregulator e stabilisator e e natürliches aroma
432,Schweinefleisch (96%)| Speck| Rapsöl| Kochsalz| Gewürze| Gewürzextrakte| Glucosesirup| Antioxidationsmittel: Ascorbinsäure| Konservierungsstoff: Natriumnitrit| Rauch. Unter Schutzatmosphäre verpackt.,glutenfrei,schweinefleisch  speck rapsöl kochsalz gewürze gewürzextrakte glucosesirup antioxidationsmittel ascorbinsäure konservierungsstoff natriumnitrit rauch unter schutzatmosphäre verpackt
433,"CASHEWKERNE.
Unter Schutzatmosphäre verpackt.
 
Kann Spuren von anderen NÜSSEN und ERDNÜSSEN enthalten.",glutenfrei,cashewkerneunter schutzatmosphäre verpackt kann spuren von anderen nüssen und erdnüssen enthalten
434,Trinkwasser| pflanzliche Öle und Fette (38% Raps| Shea| Kokos in veränderlichen Gewichtsanteilen)| Emulgatoren (Lecithine| Mono- und Diglyceride von Speisefettsäuren)| Meersalz (0|3%)| Säuerungsmittel (Citronensäure)| natürliches Aroma| Vitamin D| Farbstoff (Carotin).,glutenfrei,trinkwasser pflanzliche öle und fette  raps shea kokos in veränderlichen gewichtsanteilen emulgatoren lecithine mono und diglyceride von speisefettsäuren meersalz  säuerungsmittel citronensäure natürliches aroma vitamin d farbstoff carotin
435,SAHNE (54%)| KÄSE (23%)| BUTTER| MOLKENPULVER| Schmelzsalze (E339| E451)| Speisesalz.,glutenfrei,sahne  käse  butter molkenpulver schmelzsalze e e speisesalz
436,Orangensaft aus Orangensaftkonzentrat| Orangensaft.,glutenfrei,orangensaft aus orangensaftkonzentrat orangensaft
437,"THUNFISCH*| Olivenöl| Salz.
*Euthynnus (Katsuwonus) pelamis.",glutenfrei,thunfisch olivenöl salzeuthynnus katsuwonus pelamis
438,Enthält SULFITE.,glutenfrei,enthält sulfite
439,Wasser| Aprikosenmark (40%)| Zucker| konzentrierter Zitronensaft| Antioxidationsmittel: Ascorbinsäure.,glutenfrei,wasser aprikosenmark  zucker konzentrierter zitronensaft antioxidationsmittel ascorbinsäure
441,Zucker| Glukosesirup| Maltodextrin| 6% MAGERMILCHJOGHURTPULVER| 3% Apfelpüree| SÜßMOLKENPULVER| Geliermittel: Pektin| Säureregulatoren: Kaliumnatriumtartrat und Kaliumcitrat| Säuerungsmittel: Citronensäure und Milchsäure| MILCHZUCKER| MILCHEIWEIßERZEUGNIS| Fruchtsaft aus Fruchtsaftkonzentrat (Erdbeere| Himbeere)| Frucht- und Pflanzenkonzentrate (Karotte| Apfel| schwarze Karotte| Kürbis| Heidelbeere| Kirsche| Zitrone| Rotkohl)| natürliche Aromen| pflanzliches Öl (Sonnenblume)| Überzugsmittel: Bienenwachs| weiß und gelb.,glutenfrei,zucker glukosesirup maltodextrin  magermilchjoghurtpulver  apfelpüree süßmolkenpulver geliermittel pektin säureregulatoren kaliumnatriumtartrat und kaliumcitrat säuerungsmittel citronensäure und milchsäure milchzucker milcheiweißerzeugnis fruchtsaft aus fruchtsaftkonzentrat erdbeere himbeere frucht und pflanzenkonzentrate karotte apfel schwarze karotte kürbis heidelbeere kirsche zitrone rotkohl natürliche aromen pflanzliches öl sonnenblume überzugsmittel bienenwachs weiß und gelb
443,"Glukosesirup| Zucker| modifizierte STärke| Glukose-Fruktose-Sirup| Säuerungsmittel (Citronensäure| Äpfelsäure| Milchsäure)| Frucht- und Pflanzenkonzentrate (schwarze Karotte| Rotkohl| rote Traube| schwarze Johannisbeere| Apfel| Saflor| Rettich| Zitrone| Kurkuma)| Spirulinakonzentrat| natürliche Aromen| natürliches Orangen-aroma| natürliches Limetten-Aroma| Holunderbeersaft aus Holunderbeersaftkonzentrat| pflanzliches Öl (Sonnenblume)| Überzugsmittel: Bienenwachs| weiß und gelb. 

Kann Spuren von MILCH enthalten.",glutenfrei,glukosesirup zucker modifizierte stärke glukosefruktosesirup säuerungsmittel citronensäure äpfelsäure milchsäure frucht und pflanzenkonzentrate schwarze karotte rotkohl rote traube schwarze johannisbeere apfel saflor rettich zitrone kurkuma spirulinakonzentrat natürliche aromen natürliches orangenaroma natürliches limettenaroma holunderbeersaft aus holunderbeersaftkonzentrat pflanzliches öl sonnenblume überzugsmittel bienenwachs weiß und gelb kann spuren von milch enthalten
444,Karotten| SELLERIE| Porree| Petersilie (10%).,glutenfrei,karotten sellerie porree petersilie 
445,Bio-JOGHURT mild| 12|5% Bio-Aprikosen| Bio-Rohrohrzucker.,glutenfrei,biojoghurt mild  bioaprikosen biorohrohrzucker
446,Gemüsemischung (in veränderlichen Gewichtsanteilen: Gurken| Paprika| Karotten| SELLERIE| Zwiebel)| Branntweinessig| Jodsalz| natürliches Aroma (enthält SENF)| Süßstoff Saccharin-Natrium.,glutenfrei,gemüsemischung in veränderlichen gewichtsanteilen gurken paprika karotten sellerie zwiebel branntweinessig jodsalz natürliches aroma enthält senf süßstoff saccharinnatrium
447,Wasser| Säuerungsmittel (Citronensäure)| Aroma| Holunderbeerensaftkonzentrat (6%*)| Süßungsmittel (Acesulfam K| Sucralose)| Säureregulator (Natriumcitrate)| Konservierungsstoff (Kaliumsorbat)| Farbstoff (Brillantblau FCF).*Bezieht sich auf den rückverdünnten Saft.,glutenfrei,wasser säuerungsmittel citronensäure aroma holunderbeerensaftkonzentrat  süßungsmittel acesulfam k sucralose säureregulator natriumcitrate konservierungsstoff kaliumsorbat farbstoff brillantblau fcfbezieht sich auf den rückverdünnten saft
448,"Wasser| geschälte SOJABOHNEN (7|9%)| Zucker| Tricalciumcitrat| Stabilisator (Pektin)| Säureregulatoren (Natriumcitrat| Citronensäure)| Aroma| Meersalz| Antioxidationsmittel (stark tocopherolhaltige Extrakte| Fettsäureester der Ascorbinsäure)| Vitamine (B12| D2)| JOGHURTKULTUREN (Str. thermophilus| L. bulgaricus). 

Kann Spuren von SCHALENFRÜCHTEN enthalten.",glutenfrei,wasser geschälte sojabohnen  zucker tricalciumcitrat stabilisator pektin säureregulatoren natriumcitrat citronensäure aroma meersalz antioxidationsmittel stark tocopherolhaltige extrakte fettsäureester der ascorbinsäure vitamine b d joghurtkulturen str thermophilus l bulgaricus kann spuren von schalenfrüchten enthalten
449,Rapsöl| Palmfett| Kokosfett| Trinkwasser| SAUERMOLKENPULVER| 0|3% Speisesalz| Emulgatoren: Lecithin| Mono-und Diglyceride von Speisefettsäuren| natürliches Aroma| Säuerungsmittel: Citronensäure| Vitamin A| Vitamin D| Farbstoff: Beta-Carotin.,glutenfrei,rapsöl palmfett kokosfett trinkwasser sauermolkenpulver  speisesalz emulgatoren lecithin monound diglyceride von speisefettsäuren natürliches aroma säuerungsmittel citronensäure vitamin a vitamin d farbstoff betacarotin
450,Aufguss aus Hagebutte und Hibiskusblüte (Wasser| Hagebutte| Hibiskusblüte)| Zucker| Sauerkirschsaft (0|3%) aus Sauerkirschsaftkonzentrat| Säuerungsmittel Citronensäure| Aroniasaftkonzentrat| Aroma. Tee-Extrakt: 0|12%.,glutenfrei,aufguss aus hagebutte und hibiskusblüte wasser hagebutte hibiskusblüte zucker sauerkirschsaft  aus sauerkirschsaftkonzentrat säuerungsmittel citronensäure aroniasaftkonzentrat aroma teeextrakt 
451,Salzkartoffeln: Kartoffeln 95%| Pflanzenmagarine 4% (Rapsöl| Wasser| Emulgator: Sonnenblumenlecithine| Zitronensaft)| Speisesalz| färbendes Lebensmittel: Karottenextrakt. Rosmarinpesto: Pflanzenmagarine 41% (Rapsöl| Wasser| Emulgator: Sonnenblumenlecithine| Zitronensaft)| natives Olivenöl extra 24%| Rosmarin 17%| Speisesalz| Zwiebeln| Knoblauch| Pfeffer.,glutenfrei,salzkartoffeln kartoffeln  pflanzenmagarine  rapsöl wasser emulgator sonnenblumenlecithine zitronensaft speisesalz färbendes lebensmittel karottenextrakt rosmarinpesto pflanzenmagarine  rapsöl wasser emulgator sonnenblumenlecithine zitronensaft natives olivenöl extra  rosmarin  speisesalz zwiebeln knoblauch pfeffer
452,Äpfel| Orangenschalen| Säuerungsmittel: Citronensäure| natürliches Aroma| Hagebutten| Hibiskus| Brombeerblätter| süße Brombeerblätter| Zitronenschalen.,glutenfrei,äpfel orangenschalen säuerungsmittel citronensäure natürliches aroma hagebutten hibiskus brombeerblätter süße brombeerblätter zitronenschalen
453,Süßungsmittel (Isomalt| Acesulfam K| Sucralose)| Säuerungsmittel: Citronensäure| Zitronensaftkonzentrat (0|6%)| natürliches Aroma| natürlicher Aromastoff Menthol aus Minze (0|06%)| Farbstoff: Beta-Carotin.,glutenfrei,süßungsmittel isomalt acesulfam k sucralose säuerungsmittel citronensäure zitronensaftkonzentrat  natürliches aroma natürlicher aromastoff menthol aus minze  farbstoff betacarotin
454,"Wasser| Zucker| Orangensaft (6|3%)*| Zitronensaft (6|2%)*| Erdbeermark (3|9%)| Pflanzenfett| Glukose| Maltodextrin| Erdbeersaft (0|9%)*| Säuerungsmittel Citronensäure| MILCHZUCKER| Stabilisatoren (Guarkernmehl| Johannisbrotkernmehl)| Aromen| MAGERMILCHPULVER| Erdbeerstückchen| Gemüsekonzentrate (Kürbis| Karotte) und -extrakte (Spinat)| Kakaobutter| Invertzuckersirup| Kohlendioxid| Rote-Bete-Saftkonzentrat| Erdbeersaftkonzentrat| Emulgator (SOJALECITHINE)| Pflanzenöl. *aus Fruchtsaftkonzentrat.

Enhält MILCH und SOJA.",glutenfrei,wasser zucker orangensaft  zitronensaft  erdbeermark  pflanzenfett glukose maltodextrin erdbeersaft  säuerungsmittel citronensäure milchzucker stabilisatoren guarkernmehl johannisbrotkernmehl aromen magermilchpulver erdbeerstückchen gemüsekonzentrate kürbis karotte und extrakte spinat kakaobutter invertzuckersirup kohlendioxid rotebetesaftkonzentrat erdbeersaftkonzentrat emulgator sojalecithine pflanzenöl aus fruchtsaftkonzentratenhält milch und soja
455,"Pasteurisierte KUHMILCH| Salz| Käsereikulturen| Labaustauschstoff mikrobiellen Ursprungs.
Unter Schutzatmosphäre verpackt.",glutenfrei,pasteurisierte kuhmilch salz käsereikulturen labaustauschstoff mikrobiellen ursprungsunter schutzatmosphäre verpackt
456,"MAGERMILCHPULVER| Zucker| Kokosfett ganz gehärtet| Glukosesirup| löslicher Kaffee (7%)| Aroma| Stabilisator (E340| E452)| Salz| MILCHPROTEIN| Trennmittel (E341| E551)| Emulgator (E481). 

Unter Schutzatmosphäre verpackt.",glutenfrei,magermilchpulver zucker kokosfett ganz gehärtet glukosesirup löslicher kaffee  aroma stabilisator e e salz milchprotein trennmittel e e emulgator e unter schutzatmosphäre verpackt
457,Apfelsaft 49%| Guanábanapüree 22%| Bananenpüree 17%| pinke Drachenfruchtpüree 12%. 1 1/2 gepresste Äpfel| 1/9 pürierte Guanábana| 1/2 pürierte Banane| 1/7 pürierte pinke Drachenfrucht.,glutenfrei,apfelsaft  guanbanapüree  bananenpüree  pinke drachenfruchtpüree    gepresste äpfel  pürierte guanbana  pürierte banane  pürierte pinke drachenfrucht
458,"Natürliches Mineralwasser| Kohlensäure| Orangensaftkonzentrat| konzentrieter Orangenextrakt| Zitronensaftkonzentrat| Säuerungsmittel Zitronensäure und Phosphorsäure| Farbstoff E 150 d| Süßungsmittel Natriumcyclamat| Acesulfam-K und Aspartam| Vitaminmischung (Vitamin C| Vitamie E| Niacin| Pantothenat| Vitamin B6| Folsäure| Vitamin B12)| konzentrieter Citrusextrakt| natürliches Aroma| Säureregulator Trinatriumcitrat| Aroma Koffein| Stabilisator Guarkernmehl.
Enthält eine Phenylalaninquelle.",glutenfrei,natürliches mineralwasser kohlensäure orangensaftkonzentrat konzentrieter orangenextrakt zitronensaftkonzentrat säuerungsmittel zitronensäure und phosphorsäure farbstoff e  d süßungsmittel natriumcyclamat acesulfamk und aspartam vitaminmischung vitamin c vitamie e niacin pantothenat vitamin b folsäure vitamin b konzentrieter citrusextrakt natürliches aroma säureregulator trinatriumcitrat aroma koffein stabilisator guarkernmehlenthält eine phenylalaninquelle
459,FRISCHKÄSE| Speisesalz.,glutenfrei,frischkäse speisesalz
460,"Zucker| ERDNÜSSE| Glukosesirup| MAGERMILCHPULVER| Kakaobutter| Sonnenblumenöl| Kakaomasse| MILCHZUCKER| Butterreinfett (aus MILCH)| Süßmolkenpulver (aus MILCH)| Palmfett| Salz| Emulgator (SOJALECITHIN)| Kokosnussöl| HÜHNEREI-TROCKENEIWEIß| natürlicher Vanilleextrakt| MILCHEIWEIßHYDROLYSAT. 

Kann enthalten: HASELNUSS.",glutenfrei,zucker erdnüsse glukosesirup magermilchpulver kakaobutter sonnenblumenöl kakaomasse milchzucker butterreinfett aus milch süßmolkenpulver aus milch palmfett salz emulgator sojalecithin kokosnussöl hühnereitrockeneiweiß natürlicher vanilleextrakt milcheiweißhydrolysat kann enthalten haselnuss
461,Schweinefleisch (78%)| Trinkwasser| Speisesalz| Gewürze| Würze| Dextrose| Emulgator Mono- und Diglyceride von Speisefettsäuren| Stabilisator Triphophat| Natriumacetat| Trinatriumcitrat| Geschmacksverstärker Mononatriumglutamat| Antioxidationsmittel Natriumisoascorbat| Säuerungsmittel Glucono-Delta-Lacton| Konservierungsstoff Natriumnitrit| Aroma| Rauch.,glutenfrei,schweinefleisch  trinkwasser speisesalz gewürze würze dextrose emulgator mono und diglyceride von speisefettsäuren stabilisator triphophat natriumacetat trinatriumcitrat geschmacksverstärker mononatriumglutamat antioxidationsmittel natriumisoascorbat säuerungsmittel gluconodeltalacton konservierungsstoff natriumnitrit aroma rauch
